10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259.98,316.12,307.87,304.04,341.23,341.42,326.7,306.09,334.57,321.17,345.04,341.97,332.44,296.79,348.17,313.62,312.76,325.86,316.29,328.38,216.07,311.99,296.18,307.46,336.33,332.22,321.21,333.63,319.74,304.32,332.55,347.17,341.62,336.49,335.84,320.99,317.45,383.19,352.24,317.89,318.67,314.07,309.68,324.63,350.5,381.52,372.5,346.85,325.62,362.4
297.18,360.43,335.91,327.38,342.41,294.07,329.91,324.49,333.32,335.54,335.7,322.65,314.41,356.18,321.78,331.94,334.91,350.95,338.43,352.65,324.33,342.38,326.35,331.26,327.96,343.6,345.27,342.08,319.73,323.52,340.56,328.72,322.65,346.3,351.29,324.89,362.62,355.55,345.68,348.71,328.3,340.85,327.73,329.73,339.28,342.75,336.55,344.82,339.19,319.35
349.28,316.18,355.51,345.18,335.17,351.23,334.05,354.72,350.08,332.4,327.68,292.61,353.7,304.66,315.43,416.15,335.33,362.03,354.29,345.07,344.74,359.52,341.97,339.16,340.86,334.8,337.37,333.14,298.18,342.98,311.08,343.52,368.87,344.43,318.13,290.64,311.66,330.72,314.99,347.29,348.72,357.21,329.7,350.13,326.3,331.22,336.74,331.09,334.93,328.2
344.15,351.75,353.87,366.06,362.44,364.65,364.92,335.86,322.24,330.74,346.72,332.93,344.97,343.08,342.79,342.09,336.5,348.94,341.87,353.05,342.27,344.57,333.95,351.72,306.94,315.55,349.35,350.72,355.22,358.71,369.7,354.23,354.29,337.87,339.79,352.65,297.55,334.51,322.78,314.5,335.2,314.91,292.08,334.58,327.98,355.06,355.92,383.91,348.07,336.36
305.07,305.25,277.62,320.76,348.27,313.49,317.91,315.69,321.91,289.24,309.24,336.38,323.85,323.92,326.41,336.07,330.85,317.1,333.96,331.34,336.96,327.25,319.83,318.02,308.14,307.05,315.69,307.39,313.5,342,327.77,338.36,320.59,340.86,339.42,323.41,309.94,329.16,332.85,318.97,331.93,329.15,326.05,319.49,324.73,307.18,324.95,321.76,311.68,298.7
246.57,339.46,298.63,313.78,338.1,301.57,351.23,306.33,329.68,332.88,325.5,324.62,328.35,322.49,329.63,322.36,318.13,312.65,312.28,310.52,330.02,323.27,325.63,329.77,337.9,317.42,304.69,307.38,329.83,340.91,339.4,330.61,292.99,314.93,318.51,375.56,314.35,310.97,315.9,327.01,295.63,297.34,304.59,287.9,296.4,332.28,340.32,346.85,343.16,351.3
298.67,357.15,327.2,316.8,271.84,214.73,218.9,230.47,291.88,314.19,313.95,315.86,284.12,286.51,277.1,316.63,257.45,263.17,291.89,338.19,301.03,336.66,325.68,320.94,304.35,322.39,335.09,341.3,318.5,311.14,320.3,371.58,332.32,301.12,293.38,308.14,305.7,325.56,315.4,312.27,325.87,314.95,315.07,302.06,322.13,335.32,328.31,365.52,329.4,343.27
298.17,331.38,318.92,346.37,335.58,319.6,337.76,299.3,309.04,328.58,345.8,346.91,332.96,319.95,302.27,304.27,334.91,331.29,358.09,340.89,358.48,349.76,346.04,319.73,171.26,328.4,327.08,315.41,315.39,353.06,346.38,353.87,337.9,391.65,324.8,333.21,330.02,339.2,343.06,354.71,344.33,309.6,323.43,300.99,321.49,297.38,295.38,310.59,317.92,306.11
335.47,348.59,302.56,314.94,330.28,319.44,330.11,315.86,311.66,302.48,342.74,353.37,321.6,358.26,332.32,328.09,342.64,341.44,339.71,309.48,344.38,319.28,335.14,343.52,343.63,356.24,335.4,328.03,343.94,358.62,352.64,337.56,297.07,339.55,313.85,325.82,306.76,330.95,339.47,376.85,323.61,335.12,322.95,344.09,368.53,310.46,301.57,288.49,300.19,318.12
295.62,352.88,342.87,326.75,250.6,346.42,319.92,348.8,282.3,310.3,329.59,290.68,365.77,352.98,344.56,347.91,346.92,350.71,355.25,307.81,310.02,290.32,311.66,313.21,343.03,304.67,346.64,327.87,357.49,315.57,316.98,334.67,344.9,301.07,321.04,338.63,333.57,308.49,334.6,323.47,347.58,345.57,308.03,321.99,320.7,330.47,331.56,318.41,330.03,339.25
