85.75,99.18,148.47,94.01,138.68,116.26,164.19,117.78,88.07,108.43,91.52,147.08,114.03,191.19,140.60,186.44,164.57,119.05,175.72,191.66,92.87,191.84,126.87,189.96,189.79,207.59,195.47,145.55,139.83,212.47,210.11,215.74,204.89,118.80,198.78,186.24,108.07,164.08,187.65,157.50,190.21,201.68,202.90,254.53,208.66,188.91,237.03,190.21,233.95,131.0
77.34,121.84,153.61,161.49,129.66,142.98,99.59,118.44,117.23,153.30,100.32,113.90,129.77,158.46,172.09,169.90,192.33,172.14,206.82,167.04,171.79,165.74,169.22,187.72,160.74,111.61,194.58,161.73,159.39,178.49,144.53,184.73,112.53,200.92,196.44,200.23,139.28,132.97,223.53,185.79,179.17,211.51,226.14,195.03,245.77,162.95,191.53,220.49,159.85,149.17
118.92,143.47,165.22,157.58,118.96,154.89,126.16,166.86,121.56,117.40,134.95,111.71,144.34,177.47,170.15,141.68,198.54,187.70,164.70,215.69,174.39,181.65,155.34,140.60,126.31,201.53,172.24,174.91,200.96,191.99,158.33,175.03,203.72,147.08,223.62,195.59,186.68,202.30,163.61,151.27,216.48,206.43,232.43,248.25,208.47,243.83,204.92,207.83,189.40,135.27
79.16,126.48,127.40,96.45,75.78,114.46,101.55,159.22,145.26,154.29,110.10,153.35,175.31,147.95,169.93,167.44,175.62,160.99,180.31,141.20,221.26,182.58,87.37,107.49,157.96,172.44,118.79,77.96,105.93,107.93,239.81,187.01,216.89,200.74,233.92,193.68,104.18,263.08,221.09,212.94,255.69,227.99,247.04,236.02,260.63,243.80,179.69,235.86,146.61,160.45
119.61,96.95,131.55,111.13,117.22,125.68,98.00,79.51,137.33,93.64,130.92,141.52,131.18,171.25,180.35,162.92,221.48,184.75,172.96,154.07,183.63,186.60,190.14,187.80,179.52,174.48,186.56,162.12,193.33,174.52,226.71,134.25,235.25,137.92,198.85,118.47,162.35,228.01,213.40,210.80,202.66,105.31,232.28,218.06,229.13,208.92,256.24,213.79,199.14,211.57
79.46,110.02,103.59,152.63,115.98,130.74,132.75,126.15,122.26,149.47,110.63,81.56,107.73,144.97,147.64,146.50,186.36,107.46,162.05,170.67,195.62,206.70,175.97,187.29,181.65,121.53,155.67,184.01,188.89,218.18,227.90,141.54,88.69,190.55,230.21,147.43,226.79,154.37,179.09,162.41,248.94,178.48,215.77,180.50,159.47,218.23,122.06,231.45,153.00,281.28
115.88,140.84,134.80,98.66,123.67,123.02,107.22,143.22,164.42,140.66,138.81,103.58,100.47,119.05,145.44,172.60,138.96,184.73,165.16,159.01,159.84,145.89,171.54,244.33,129.23,201.92,192.99,139.61,142.08,151.50,122.79,175.89,221.57,205.09,248.40,202.48,235.94,237.16,223.87,169.60,133.59,115.06,167.46,201.02,261.62,233.55,217.97,236.56,208.15,165.24
129.49,153.14,114.85,142.78,132.53,137.09,137.17,140.90,155.40,168.99,129.31,153.98,105.75,95.71,160.10,186.21,104.40,101.85,234.44,118.21,99.01,193.87,153.69,147.73,196.24,177.24,109.33,136.17,162.69,132.29,130.84,146.21,146.63,154.63,229.55,205.70,147.80,166.28,156.27,200.38,104.65,264.70,223.58,146.84,222.99,148.34,186.63,208.06,212.56,234.04
106.77,100.53,109.56,118.78,122.02,96.01,127.76,141.52,138.24,165.53,177.34,88.45,109.28,153.40,56.49,191.56,197.28,197.82,214.37,169.59,213.24,115.38,181.02,183.00,219.03,208.90,188.71,207.91,215.14,180.97,153.36,101.30,119.67,236.45,201.54,167.13,209.69,132.27,236.80,222.15,185.73,180.55,201.87,225.87,244.78,215.22,173.28,139.01,171.24,228.45
122.42,112.68,94.24,152.37,137.88,93.53,124.28,102.80,153.68,148.37,129.66,145.41,201.95,165.03,191.24,162.90,200.91,188.75,193.15,93.01,119.86,128.38,161.42,167.20,108.55,182.46,195.00,180.57,200.69,224.57,232.20,205.00,255.99,192.56,124.65,218.89,239.98,241.14,250.93,147.93,168.73,164.14,135.29,200.37,246.26,219.11,142.94,99.42,239.98,231.73
87.34,103.08,97.51,118.83,126.82,104.64,99.20,94.73,132.83,151.40,109.28,101.03,119.69,184.23,171.09,94.95,157.33,111.25,178.19,204.66,177.68,172.43,232.86,137.33,218.22,178.97,110.75,125.71,161.40,213.16,243.76,172.02,200.31,231.58,196.06,134.09,250.00,228.69,245.31,159.55,253.10,185.70,115.08,210.35,261.00,173.28,213.61,241.84,159.82,222.16



