309.17,326.26,320.16,305.49,275.78,320.04,323.58,323.11,300.70,312.99,330.88,344.12,347.40,355.89,350.20,329.84,343.83,318.92,324.15,334.01,338.88,324.56,340.00,355.06,328.86,342.38,377.86,365.38,387.45,428.77,448.34,409.56,469.90,420.72,431.47,413.95,375.02,338.00,308.67,312.38,324.64,349.73,360.49,332.85,316.95,245.27,325.39,351.94,432.18,422.72,398.83,321.54,303.47,397.84,374.10,323.28,406.51,389.00,309.07,257.35,306.65,299.31,319.08,346.15,374.40,311.87,311.05,316.67,356.15,359.11,365.42,417.49,305.66,350.69,365.00,425.40,308.17,357.43,316.49,299.02,295.50,365.61,387.12,353.30,303.33,305.44,308.85,306.50,343.50,316.35,392.29,354.97,364.77,293.29,308.79,381.08,409.85,311.33,317.24,309.91
366.27,392.01,344.58,375.79,402.17,357.50,371.18,400.16,429.20,371.71,334.98,342.13,296.25,340.07,340.59,317.82,320.49,340.75,352.32,337.05,417.67,379.21,410.07,402.40,423.37,441.59,320.36,402.20,379.73,344.67,353.29,354.34,355.17,325.59,350.37,340.04,277.87,310.15,347.92,314.09,322.01,328.25,380.28,425.35,369.89,364.51,332.46,345.27,334.91,329.38,331.04,322.84,335.34,336.03,356.01,341.49,349.73,346.18,351.08,398.68,424.06,439.80,462.13,430.88,280.16,370.76,398.95,396.76,341.05,354.54,441.46,415.63,430.35,436.43,390.98,331.40,348.76,321.88,321.47,340.10,340.08,336.65,342.30,340.60,349.97,363.89,366.29,360.71,339.69,335.77,363.63,447.52,442.17,430.82,422.96,447.37,457.60,381.15,330.16,344.83
310.36,347.08,348.71,353.85,354.24,338.98,344.80,331.94,356.05,357.36,349.55,358.55,342.60,354.76,342.64,347.21,355.79,368.50,346.53,309.06,327.91,292.02,316.73,316.48,346.22,358.10,348.86,321.17,348.10,337.25,355.51,340.45,331.42,319.42,337.64,333.62,316.18,315.68,291.60,297.64,321.68,350.09,405.05,353.44,350.30,358.86,344.07,332.79,328.46,330.34,332.92,318.09,334.68,283.14,312.63,312.82,390.17,368.74,373.39,329.87,267.18,316.92,315.53,313.75,330.58,349.49,299.50,303.06,306.44,300.39,319.45,296.61,333.43,301.23,285.33,291.34,295.99,336.00,314.63,316.15,352.61,338.67,316.98,338.66,360.62,342.68,279.13,324.91,338.13,394.84,336.76,364.83,356.68,310.09,317.01,325.33,330.29,336.64,378.93,388.52
324.77,333.70,344.30,312.11,318.98,325.78,334.26,327.41,318.94,360.37,409.60,293.35,293.98,246.47,342.29,394.46,368.03,398.32,307.81,339.07,314.60,337.90,336.88,327.14,343.35,340.82,339.90,312.60,330.50,321.69,302.37,304.24,308.89,306.73,330.39,344.13,368.57,333.62,335.05,311.55,310.76,299.19,292.11,312.57,312.88,321.77,318.10,315.74,292.57,308.06,329.35,309.38,316.10,263.08,362.64,381.86,318.52,299.95,297.85,335.01,386.52,390.31,288.34,376.81,330.57,297.62,323.37,340.32,357.08,380.87,396.91,404.52,398.61,354.00,319.07,300.47,306.08,295.80,339.07,362.94,317.29,380.79,298.13,308.87,300.74,290.27,324.16,321.32,393.66,392.25,382.93,362.92,398.17,405.76,376.27,323.30,332.10,346.49,355.73,328.57
212.55,285.32,339.61,331.39,304.11,283.11,281.76,264.21,284.37,342.47,315.74,292.29,316.44,330.06,303.19,309.57,351.20,288.47,297.24,323.33,293.32,281.27,302.29,296.11,315.91,319.18,321.95,318.69,330.95,344.37,363.09,360.98,318.12,300.81,308.81,334.94,389.17,359.74,392.08,346.47,315.77,311.72,318.04,346.62,351.50,384.64,299.36,290.68,308.48,304.63,337.08,315.50,320.13,358.07,366.16,307.03,289.50,262.91,320.22,261.62,362.83,397.58,415.79,426.27,326.09,298.35,310.16,300.54,310.58,302.54,310.04,378.92,333.37,329.01,334.40,328.63,314.86,323.43,312.30,315.17,306.29,311.91,313.38,309.81,305.21,366.97,317.37,334.81,346.90,369.17,353.79,345.91,394.41,357.80,416.11,323.13,313.77,344.40,347.81,360.42
297.54,306.31,341.94,324.60,335.48,292.02,310.50,328.29,326.61,365.94,380.57,345.70,320.79,325.16,337.92,342.05,330.78,322.17,334.94,312.11,215.65,271.67,392.57,358.26,379.45,339.65,330.94,305.18,311.05,317.22,341.87,351.72,319.78,326.39,317.71,307.23,351.38,352.66,392.38,380.26,423.87,328.91,318.65,316.06,324.30,329.56,283.10,300.85,286.61,266.96,298.37,303.17,350.71,345.87,374.97,379.27,281.10,336.05,331.95,313.71,319.60,318.00,300.39,292.28,370.52,362.73,383.49,342.49,312.74,305.94,306.24,290.99,313.45,335.18,317.31,273.85,330.33,377.53,395.21,338.68,412.43,383.51,347.75,322.09,311.27,348.27,369.88,328.46,381.08,420.78,404.09,404.41,383.35,326.72,318.37,336.99,392.16,306.53,341.98,355.72
309.86,290.37,325.78,302.30,311.55,289.90,302.35,324.65,371.37,338.48,342.66,295.79,226.30,349.87,408.55,370.17,404.36,406.38,427.70,406.38,405.90,325.97,315.49,333.01,413.92,365.22,350.40,287.83,320.31,328.49,328.71,335.48,362.72,364.64,338.16,323.61,342.75,313.35,306.83,346.64,312.76,306.16,324.46,309.72,293.77,321.21,293.34,295.91,327.39,287.37,297.78,315.10,315.26,260.37,356.23,316.19,321.59,346.38,327.71,326.57,328.44,260.98,331.97,323.42,310.06,287.12,284.95,359.70,338.32,376.80,412.51,317.82,303.03,388.57,409.26,353.09,303.71,306.52,321.43,322.06,388.86,350.52,335.84,313.33,343.84,398.51,322.55,320.97,323.58,332.23,312.78,319.80,306.88,345.74,355.56,330.03,340.90,341.66,314.28,307.18
177.47,179.92,275.64,318.61,387.99,316.15,338.10,341.01,302.84,350.16,368.25,311.67,332.85,323.05,256.83,306.19,340.53,324.52,334.45,329.78,328.78,328.32,309.88,312.47,314.42,303.70,400.97,355.21,396.72,372.14,418.60,406.71,343.80,326.13,346.52,349.98,359.95,383.38,398.26,367.72,382.50,393.64,361.09,336.27,321.13,323.02,345.22,361.50,337.60,352.88,369.87,359.16,373.02,344.09,308.62,351.90,356.24,392.18,439.13,393.96,359.56,335.56,321.06,321.90,305.04,305.06,332.60,371.06,382.80,354.84,295.70,306.96,326.60,324.30,319.44,364.96,372.92,405.83,361.33,328.74,316.68,373.93,313.01,325.15,326.02,299.72,347.45,306.76,292.29,326.69,292.89,291.64,297.59,299.63,319.72,315.89,316.64,325.70,315.69,314.44
329.71,291.22,341.05,283.69,326.29,349.15,333.27,338.22,331.82,330.07,335.30,342.84,338.40,363.29,345.05,353.77,355.44,397.25,300.04,291.29,323.97,307.63,345.83,377.65,321.58,324.16,323.95,347.18,346.52,320.98,330.16,303.62,343.29,330.95,363.78,352.89,296.91,338.10,309.55,301.70,312.90,308.84,310.98,313.99,318.29,321.48,324.98,351.95,405.37,365.29,343.86,351.69,384.08,386.03,308.12,313.65,327.75,331.72,302.31,297.11,342.42,308.79,352.42,284.41,318.78,317.42,308.58,311.67,316.63,313.87,305.28,303.89,330.19,326.35,339.45,346.27,313.25,318.37,323.75,335.18,365.24,371.80,377.89,323.04,314.40,381.70,321.34,316.37,287.16,305.55,291.86,328.82,339.42,364.78,338.56,390.48,398.46,390.67,397.05,348.37
301.90,305.05,281.46,289.88,329.89,364.13,394.99,335.59,376.43,407.86,329.55,304.00,323.10,341.15,326.38,325.54,338.47,327.38,347.51,353.01,314.67,327.31,309.08,275.75,235.48,213.53,297.63,317.97,298.74,311.10,317.90,316.01,316.91,325.93,317.34,330.18,411.31,420.56,397.18,395.98,323.42,340.93,300.15,322.38,333.71,324.16,326.70,316.09,347.44,324.68,333.36,324.74,314.85,327.56,321.45,320.38,318.95,313.35,319.47,332.58,358.72,302.78,347.88,304.21,281.06,325.10,325.09,318.62,297.18,319.55,347.20,323.60,310.02,314.20,312.97,304.75,308.20,312.06,312.49,326.99,318.28,305.79,337.81,400.19,324.75,332.85,434.32,321.57,320.16,316.53,327.59,412.94,428.97,321.36,309.95,307.06,334.08,394.13,431.00,424.27
