422.14,660.26,634.11,571.03,579.94,597.91,648.51,663.73,642.40,672.72,689.87,666.06,723.08,738.55,708.16,777.11,760.88,821.60,868.71 ,899.62
401.01,726.06,620.04,640.08,575.88,635.73,670.90,687.28,689.18,685.28,704.04,735.58,752.06,802.37,876.37,945.27,765.89,899.57,1001.92,809.37
387.91,733.58,671.87,671.65,647.22,649.42,708.39,734.23,718.68,679.55,751.94,720.58,841.93,822.38,789.82,768.83,824.16,814.86,810.27 ,784.08
469.39,695.57,690.83,592.53,579.81,621.70,623.91,654.82,637.40,711.09,711.98,753.75,714.00,754.84,735.55,782.58,812.55,774.61,782.41 ,816.20
412.55,636.69,694.80,664.57,615.86,638.92,678.92,625.71,650.75,689.73,720.11,715.76,723.00,764.32,743.83,740.01,973.56,899.29,1087.87,870.20
439.70,527.85,629.09,604.90,566.66,606.12,719.21,693.02,698.89,704.23,688.47,761.40,749.49,713.69,792.50,817.31,799.90,823.43,778.74 ,858.31
402.90,680.22,709.65,630.52,642.26,680.77,668.62,659.74,666.83,710.86,839.45,755.69,782.46,788.56,801.55,698.46,822.38,918.85,951.19 ,925.17
467.33,741.99,656.40,601.26,645.52,626.98,733.77,682.66,708.94,701.45,741.54,734.80,820.86,784.29,734.88,781.25,770.68,769.44,833.89 ,916.46
491.56,810.94,788.56,740.17,658.60,680.63,634.69,700.37,779.95,742.40,678.88,791.57,892.78,834.24,787.66,812.57,879.44,773.87,825.01 ,792.38
406.77,656.67,706.55,662.53,625.75,626.93,628.64,750.05,810.67,781.65,728.23,771.59,823.51,824.11,781.43,769.38,762.11,811.22,801.73 ,848.73
